ID,Stock number,Artist,Title,Year,Dimensions,Main image URL (medium),Retail Price,Image,New Price
134,168,Patricia Qualls,A Woman's Wisdom,2020,"30 x 40 in
76.2 x 101.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/f76fb4a61f2e9aa94001dc7d538e0c05j.jpg,4000,,4999
122,161,Patricia Qualls,Run the Experiment,2020,"48 x 36 in
121.9 x 91.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/beff5f154e2a85203f11c9a5f6676988j.jpg,6000,,7999
113,164,Patricia Qualls,Freedom Series,2009,"48 x 36 in
121.9 x 91.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/f65c68473b674b3a8f5517a1dcc8af22j.jpg,9000,,10999
104,165,Patricia Qualls,Being Here,2020,"48 x 48 x 1 1/2 in
121.9 x 121.9 x 3.8 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/77d97c13911cb09d70d354092647b912j.jpg,9000,,10999
101,166,Patricia Qualls,More Shall be Revealed,2010 - 2014,"48 x 48 in
121.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/0fdc4c3b6943cc360f91878e4e846c59j.jpg,9500,,11999
77,158,Patricia Qualls,The Dance of Freedom,2017,"84 x 42 in
213.4 x 106.7 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/f4f5207d70d29e9ba59736f822e1d216j.jpg,11000,,13999
65,159,Patricia Qualls,Living with an Open Heart,2020,"60 x 48 in
152.4 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/872b4a21f0a22b9fce9ba36dc59c0d77j.jpg,10000,,11999
23,163,Patricia Qualls,Destiny Calls,2019/2020,"78 x 60 in
198.1 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/024751ba04fe251ebb2068f5aa551d5aj.jpg,15000,,17999
22,162,Patricia Qualls,Life Chapters II,2020,"60 x 78 in
152.4 x 198.1 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/93e235cef37b56d95bfb79bb969bdb5fj.jpg,15000,,17999
21,160,Patricia Qualls,Emergent Joy,2020,"78 x 60 x 2 1/2 in
198.1 x 152.4 x 6.3 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/99f136cec4fbdaffe8828b4acd383c7bj.jpg,15000,,17999
7,141,Patricia Qualls,We May  See Things Differently,2015,"108 x 46 in
274.3 x 116.8 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/3fe6528889b2c6d9353bea10187a4077j.jpg,16500,,19999
62,136,Patricia Qualls,Carmel Valley Stories #3,2019,"48 x 70 in
121.9 x 177.8 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/7427a49a53e60c1b8d6c0785e5a65ee5j.jpg,11000,,13999
136,135,Patricia Qualls,Love You to the Sun & Moon,2019  (Sold),"12 x 48 in
30.5 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/b5e65c0d92317789f44eb3362beaedebj.jpg,1900,,2999
93,134,Patricia Qualls,Graceful Connections,2019,"54 x 54 in
137.2 x 137.2 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/47823f03a127c47a2fd2e654f2fc447aj.jpg,9500,,12999
44,133,Patricia Qualls,Watershed Moments II,2019,"72 x 48 in
182.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/69af73f0a8d2f9435f9d934bb05139e2j.jpg,12500,,14999
135,119,Patricia Qualls,Love Heals  V,2019,"36 x 12 in
91.4 x 30.5 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/a3799c212f6331ac52d0d3370b6d8044j.jpg,2500,,2999
133,121,Patricia Qualls,Seascape,2019,"30 x 36 in
76.2 x 91.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/79151c4d9d00882661f035ba318fddfbj.jpg,5000,,5999
120,130,Patricia Qualls,Terrior,2019,"96 x 24 in
243.8 x 61 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/e06f476dc6077709ef01368bc0db9e27j.jpg,7000,,8999
114,120,Patricia Qualls,Across the Generations,2019,"48 x 24 in
121.9 x 61 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/b0c921440e9a3686eb2f5d9ba01e0ddaj.jpg,4500,,5999
108,116,Patricia Qualls,Terroir Series,2019,"50 x 40 in
127 x 101.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/2484c0291680e4bda94215524ef87e44j.jpg,6500,,7999
105,113,Patricia Qualls,Take A Breath,2019,"60 x 42 in
152.4 x 106.7 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/a0d928145810b6fd0b1e0496615b2a86j.jpg,9500,,11999
86,115,Patricia Qualls,Sacred Space,2019,"48 x 60 in
121.9 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/21ad27c295e2cc32e48e626f5911d129j.jpg,9500,,11999
80,125,Patricia Qualls,Untitled,2019,"60 x 40 in
152.4 x 101.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/f5935458efbdffb4d8e1bd79686c9b5aj.jpg,7600,,9999
79,123,Patricia Qualls,Terroir Series,2019,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/d6efc498123583c8692829f162a60acbj.jpg,10000,,11999
78,122,Patricia Qualls,Seascape,2019,"48 x 60 in
121.9 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/ff67d09286528ec18b968074f29f5379j.jpg,9500,,11999
60,126,Patricia Qualls,Seascape,2019,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/01873d7c9037cfd0cfd754fb5209ba29j.jpg,10000,,11999
53,127,Patricia Qualls,Love Heals VI,2019,"72 x 48 in
182.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/cf8a86ed5fec64efff1d603c7943151dj.jpg,10000,,11999
52,112,Patricia Qualls,Precious Weavings II,2019,"72 x 48 in
182.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/62a5801429f2c2d0facb792e9b68ab68j.jpg,12500,,14999
12,124,Patricia Qualls,Terrior Series,2018,"78 x 60 in
198.1 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/39011165d775b0ea789df94d45ff8e4bj.jpg,16500,,19999
4,107,Patricia Qualls,Watershed Moments IV,2019,"100 x 50 in
254 x 127 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/7b6b3a632de4bfc49f1dec538f4243b0j.jpg,17500,,22999
138,103,Patricia Qualls,Valley Grace (Giclee),2019,"40 x 30 in
101.6 x 76.2 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/1687cef77a6781d8e7a520ad5a6660caj.jpg,1000,,1199
137,102,Patricia Qualls,Passages  (Giclee),2019,"36 x 36 in
91.4 x 91.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/6be860cd84ffb5bb2f39ba71cb0a0ffbj.jpg,1000,,1199
85,100,Patricia Qualls,Living with an Open Heart,2017,"36 x 60 in
91.4 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/d4c897d623794ef995f6cd688307fc57j.jpg,8500,,10999
45,91,Patricia Qualls,Heaven Sent,2018,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/32068b1a91461fd3cc5565bbf34e01b5j.jpg,11000,,13999
41,92,Patricia Qualls,Angel and the Chalice,2016,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/9e74d055acaefb95bf47541065edbd88j.jpg,11500,,13999
140,90,Patricia Qualls,Untitled By McGrady,1970,"73 1/2 x 24 in
186.7 x 61 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/068a18063a798d35c669a06cd684cab3j.jpg,0,,99
30,89,Patricia Qualls,Outside the Box Thinkers II,2017,"72 x 60 in
182.9 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/939045b6afdb3f6d9a4533f258549fc0j.jpg,14000,,16999
83,86,Patricia Qualls,Connections,2019,"36 x 72 in
91.4 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/947f85881787b884fafe804017082357j.jpg,8000,,9999
61,84,Patricia Qualls,A Gentle Breath,2019,"54 x 54 in
137.2 x 137.2 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/2ad0ed7d5a3e9f03ee11042f0d2607a5j.jpg,10500,,12999
59,81,Patricia Qualls,Love is Here,2013,"72 x 48 in
182.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/b19a4b0b160e213074c295c1c862d2edj.jpg,12500,,14999
39,85,Patricia Qualls,Big Beautiful Heart,2019,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/5c8380fe109066f1aabcd79ed659a298j.jpg,12500,,14999
14,83,Patricia Qualls,Presence Series,2017,"71 x 66 in
180.3 x 167.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/258ddeeeef62f674ce1b8453c254157dj.jpg,16000,,19999
115,80,Patricia Qualls,"Muted Peach, Sold",2019,"54 x 54 in
137.2 x 137.2 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/421ca55a7951a0d7841043a8afcd6514j.jpg,7500,,9999
107,79,Patricia Qualls,Seeking Truth,2019,"96 x 24 in
243.8 x 61 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/3a77d8d3c518e3dc5723a10e9084f173j.jpg,6500,,7999
8,78,Patricia Qualls,Crossing the Great Divide,2011,"91 x 55 in
231.1 x 139.7 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/c85a74c1bdd10bb66321ff84c1dee9d8j.jpg,16000,,19999
32,77,Patricia Qualls,Labyrinth,2018,"96 x 48 in
243.8 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/815f383765f6a0de38e36d0d727843a0j.jpg,13800,,16999
28,76,Patricia Qualls,Outside the Box Thinkers at Play,2017,"100 x 50 in
254 x 127 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/785b72884d5be8b1ec3d8cc8d99275d1j.jpg,14000,,17999
24,75,Patricia Qualls,Untitled,2019,"93 x 66 in
236.2 x 167.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/36b86d78b627c3fe758f3235b1d7bd53j.jpg,15000,,21999
6,74,Patricia Qualls,Untitled,2016,"72 x 108 in
182.9 x 274.3 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/5bd593467d2cd2dc8dd39801b39e154aj.jpg,18400,,24999
130,62,Patricia Qualls,Mystical Morning,2017,"36 x 36 in
91.4 x 91.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/a281c6023688dc9d520232bdb84dce2ej.jpg,6500,,7999
129,59,Patricia Qualls,Peaceful Night,2019,"40 x 30 in
height 101.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/15d990cb63a1c519856300e08d48966cj.jpg,5200,,6999
117,69,Patricia Qualls,Terroir,2019,"40 x 40 in
101.6 x 101.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/fa78c304d7caf3ebea9ce95fd9d7ae7dj.jpg,7500,,9999
116,68,Patricia Qualls,Subtle Chapters,2017,"24 x 60 in
61 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/11d315e7afe4358fbcefe6c0f9055b8fj.jpg,6500,,7999
90,61,Patricia Qualls,Mystical Day,2017,"48 x 48 in
121.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/2020ecc18883af334b4b97f30fbf81c3j.jpg,8500,,9999
87,67,Patricia Qualls,Where the Valley Meets the Sea - Sold,2018,"60 x 48 in
152.4 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/859dcd8613a6915ce399181df8c0996cj.jpg,10000,,11999
51,71,Patricia Qualls,Untitled,2018,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/54d6b762bfe9c93f724be9606392616aj.jpg,12500,,19999
49,60,Patricia Qualls,Carmel River Beach Series,2016,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/684bf5d01777cdd64c83e2ece6bb160dj.jpg,10000,,12999
48,66,Patricia Qualls,Love Heals,2019,"72 x 48 in
182.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/034acd17b9878b81f6d8009832e06e8fj.jpg,12500,,15999
47,65,Patricia Qualls,Seascape,2016,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/5364af097dcd1bbb5604c8a1bd79f83dj.jpg,10000,,11999
46,63,Patricia Qualls,Presence,2016,"60 x 60 in
152.4 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/555eab58d9dec86b3a168626174503d8j.jpg,12500,,15999
17,72,Patricia Qualls,When the Heavens Open,2017-Sold,"60 x 96 in
152.4 x 243.8 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/2f3c98059f413bde073c302026cd36d5j.jpg,15000,,17999
128,52,Patricia Qualls,Purple Haze-Sold,2017,"24 x 48 in
61 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/e2bdfea6cdaedaaf0da0d2c4eddeee62j.jpg,6500,,7999
126,40,Patricia Qualls,Stillness,2017,"30 x 40 in
76.2 x 101.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/b8a570e42d8b3127ebf4a4c46ce664aej.jpg,4900,,5999
110,38,Patricia Qualls,Our Roots,2017,"48 x 48 in
121.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/d43fdfb28f16c460a902258b60ded43bj.jpg,9500,,11999
106,56,Patricia Qualls,Sweet Mysteries-Sold,2018,"36 x 60 in
91.4 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/881f8ea761e89d068c6b5a496c5f6167j.jpg,9000,,11999
99,39,Patricia Qualls,Water Prana,2017,"48 x 48 in
121.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/cb7ab2d8c623e1aa928ca2dbee8f274cj.jpg,8500,,10999
98,48,Patricia Qualls,Possibilities-Sold,2015,"48 x 48 in
121.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/666a44cbc0aa0b3e54dea0d3c049ad8cj.jpg,9500,,11999
97,58,Patricia Qualls,High Heavens -Sold,2012&13,"60 x 48 in
152.4 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/cf32b4858cd84fd9b90fa9b1c6114845j.jpg,9500,,11999
89,53,Patricia Qualls,Genius Series,,"54 x 48 in
137.2 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/5e3b7d66c7fccf50fc70642e917ffd82j.jpg,9500,,11999
88,43,Patricia Qualls,Stillness before the Storm,2018,"48 x 48 in
121.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/ba46c362bac1116cbe27fe2dc74fd983j.jpg,9500,,11999
76,47,Patricia Qualls,Passages,2018,"60 x 48 in
152.4 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/74ccea953666f756ac53bbb00ddb2217j.jpg,9500,,11999
75,51,Patricia Qualls,Serendipity-Sold,2015,"60 x 48 in
152.4 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/dfd9bcea61d2f30b5a4ed4ed50261359j.jpg,10000,,14999
68,57,Patricia Qualls,Life Passages- Sold,2017,"48 x 60 in
121.9 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/21c9803531d9fc0b35fa69044f34416ej.jpg,10000,,14999
67,54,Patricia Qualls,Square Peg Round Hole- Sold,,"60 x 48 in
152.4 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/b4abe35a63300e2298c248970943d7e6j.jpg,10000,,14999
66,42,Patricia Qualls,Precious Connections-Sold,2017,"48 x 60 in
121.9 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/f5117f4f58147081f541b954b917ae14j.jpg,10000,,14999
40,41,Patricia Qualls,"Being Curious, Sold",2012,"72 x 48 in
182.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/6f623ad35c262db5e4c1f2a144e0201fj.jpg,12500,,17999
34,50,Patricia Qualls,Under the Sea-Sold,2014,"72 x 48 in
182.9 x 121.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/e8a541e92d349e8be83667ea79a21040j.jpg,12500,,14999
33,46,Patricia Qualls,Love Heals: Passages,2017,"78 x 60 in
198.1 x 152.4 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/6289a82aa49ef7793bc5e5c1e1624f67j.jpg,13000,,15999
29,55,Patricia Qualls,Passages of an Open Heart,2017,"48 x 72 in
121.9 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/55dcaa483d86d2df3a0ccecb62128290j.jpg,11500,,14999
26,45,Patricia Qualls,Moving ThoughLife,2016,"60 x 72 in
152.4 x 182.9 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/c2cd7468170302cef1aa1ca69b8bf80cj.jpg,14000,,16999
11,36,Patricia Qualls,The World is Watching,2018,"60 x 78 in
152.4 x 198.1 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/7630b343ee1169eab9c792caee944fb4j.jpg,16500,,22999
9,49,Patricia Qualls,Insatiable Curiosity-Sold,2014,"60 x 83 in
152.4 x 210.8 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/17fb4df197c536d75cecf3022bbd3650j.jpg,17000,,19999
3,44,Patricia Qualls,Outside the Box Thinkers-Sold,2015,"84 x 66 in
213.4 x 167.6 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/f858694646083915f916953cad8621f4j.jpg,19000,,29999
132,33,Patricia Qualls,Landscape-Sold,2019,"40 x 30 in
101.6 x 76.2 cm",https://datastore.artlogic.net/patriciaquallsgallery/images/view/medium/1d52a11f578efff0e06ff31344be389cj.jpg,5500,,6999
